Cluster Size,Phone Count,Loc Count,Phone Entropy,Loc Radius,Person Name Count,Valid URLs,Invalid URLs,Ads/week,Num URLs,Num Emails,Num Emails Val,Cluster Size Val,Phone Count Val,Loc Count Val,Phone Entropy Val,Loc Radius Val,Person Name Count Val,Valid URLs Val,Invalid URLs Val,Ads/week Val,Num URLs Val,cluster_id
2.6390573296152584,0.0,0.0,0.0,0.0,0,0,0,1.6094379124341003,0,0.0,1,14,1,1,0.0,0.0,0,0,0,5,0,0
4.736198448394496,0.0,0.0,0.0,0.0,0,0,0,1.791759469228055,0,0.0,0,114,1,1,0.0,0.0,0,0,0,6,0,1
5.0689042022202315,0.0,3.295836866004329,0.0,8.981158669286454,0,0,0,3.5263605246161616,0,0.0,1,159,1,27,0.0,7951.840332997734,0,0,0,34,0,2
6.049733455231958,3.828641396489095,3.7612001156935624,3.775544383513595,9.017801969189692,0,0,0,2.3978952727983707,0,0.0,1,424,46,43,3.775544383513595,8248.626405714833,0,0,0,11,0,3
4.276666119016055,0.0,0.0,0.0,0.0,0,0,0,2.0794415416798357,0,0.0,0,72,1,1,0.0,0.0,0,0,0,8,0,4
4.418840607796598,0.6931471805599453,0.0,0.692493822984783,0.0,0,0,0,1.791759469228055,0,0.0,0,83,2,1,0.692493822984783,0.0,0,0,0,6,0,5
4.07753744390572,0.0,0.0,0.0,0.0,0,0,0,1.791759469228055,0,0.0,0,59,1,1,0.0,0.0,0,0,0,6,0,6
3.1354942159291497,0.0,0.0,0.0,0.0,0,0,0,1.6094379124341003,0,0.0,1,23,1,1,0.0,0.0,0,0,0,5,0,7
3.7376696182833684,0.0,0.0,0.0,0.0,0,0,0,1.791759469228055,0,0.0,0,42,1,1,0.0,0.0,0,0,0,6,0,8
4.04305126783455,0.0,0.0,0.0,0.0,0,0,0,1.6094379124341003,0,0.0,0,57,1,1,0.0,0.0,0,0,0,5,0,9
5.634789603169249,0.0,4.553876891600541,0.0,9.012594726122531,0,0,0,2.772588722239781,0,0.0,1,280,1,95,0.0,8205.785441511023,0,0,0,16,0,10
2.4849066497880004,0.0,0.0,0.0,0.0,0,0,0,1.6094379124341003,0,0.0,1,12,1,1,0.0,0.0,0,0,0,5,0,11
4.143134726391533,0.0,0.0,0.0,0.0,0,0,0,2.0794415416798357,0,0.0,1,63,1,1,0.0,0.0,0,0,0,8,0,14
3.5553480614894135,0.0,0.0,0.0,0.0,0,0,0,1.791759469228055,0,0.0,0,35,1,1,0.0,0.0,0,0,0,6,0,15
3.332204510175204,0.0,0.0,0.0,0.0,0,0,0,1.9459101490553132,0,0.0,1,28,1,1,0.0,0.0,0,0,0,7,0,16
4.02535169073515,0.0,0.0,0.0,0.0,0,0,0,1.6094379124341003,0,0.0,1,56,1,1,0.0,0.0,0,0,0,5,0,17
3.4657359027997265,0.0,0.0,0.0,0.0,0,0,0,2.0794415416798357,0,0.0,1,32,1,1,0.0,0.0,0,0,0,8,0,18
3.5263605246161616,0.0,0.0,0.0,0.0,0,0,0,1.9459101490553132,0,0.0,1,34,1,1,0.0,0.0,0,0,0,7,0,19
4.248495242049359,0.0,2.70805020110221,0.0,8.281872103371295,0,0,0,3.091042453358316,0,0.0,1,70,1,15,0.0,3951.5852376441567,0,0,0,22,0,20
2.772588722239781,0.0,0.0,0.0,0.0,0,0,0,1.0986122886681098,0,0.0,1,16,1,1,0.0,0.0,0,0,0,3,0,21
3.4011973816621555,0.0,0.0,0.0,0.0,0,0,0,1.6094379124341003,0,0.0,1,30,1,1,0.0,0.0,0,0,0,5,0,22
3.1780538303479458,0.0,0.0,0.0,0.0,0,0,0,1.9459101490553132,0,0.0,1,24,1,1,0.0,0.0,0,0,0,7,0,23
3.295836866004329,0.0,0.0,0.0,0.0,0,0,0,1.6094379124341003,0,0.0,1,27,1,1,0.0,0.0,0,0,0,5,0,24
2.6390573296152584,0.0,0.0,0.0,0.0,0,0,0,1.3862943611198906,0,0.0,1,14,1,1,0.0,0.0,0,0,0,4,0,26
3.970291913552122,0.0,0.0,0.0,0.0,0,0,0,1.791759469228055,0,0.0,1,53,1,1,0.0,0.0,0,0,0,6,0,27
3.295836866004329,0.0,0.0,0.0,0.0,0,0,0,1.6094379124341003,0,0.0,0,27,1,1,0.0,0.0,0,0,0,5,0,28
3.713572066704308,0.0,0.0,0.0,0.0,0,0,0,1.6094379124341003,0,0.0,1,41,1,1,0.0,0.0,0,0,0,5,0,29
4.3694478524670215,0.0,2.8903717578961645,0.0,8.279641110215561,0,0,0,3.091042453358316,0,0.0,1,79,1,18,0.0,3942.77910488821,0,0,0,22,0,30
4.663439094112067,0.0,0.0,0.0,0.0,0,0,0,1.791759469228055,0,0.0,0,106,1,1,0.0,0.0,0,0,0,6,0,32
5.159055299214529,1.3862943611198906,4.634728988229636,1.3778619852134177,9.00917783567624,0,0,0,2.4849066497880004,0,0.0,1,174,4,103,1.3778619852134177,8177.795018967973,0,0,0,12,0,33
2.5649493574615367,0.0,0.0,0.0,0.0,0,0,0,1.6094379124341003,0,0.0,1,13,1,1,0.0,0.0,0,0,0,5,0,34
3.871201010907891,0.0,0.0,0.0,0.0,0,0,0,1.9459101490553132,0,0.0,1,48,1,1,0.0,0.0,0,0,0,7,0,36
3.2188758248682006,0.6931471805599453,0.0,0.6534181947937018,0.0,0,0,0,1.3862943611198906,0,0.0,0,25,2,1,0.6534181947937018,0.0,0,0,0,4,0,37
3.6375861597263857,3.2188758248682006,3.258096538021482,3.1082488105259443,8.995047650354909,0,0,0,2.0794415416798357,0,0.0,1,38,25,26,3.1082488105259443,8063.0538261059555,0,0,0,8,0,39
3.2188758248682006,0.0,0.0,0.0,0.0,0,0,0,1.3862943611198906,0,0.0,1,25,1,1,0.0,0.0,0,0,0,4,0,40
3.6888794541139363,0.0,0.0,0.0,0.0,0,0,0,1.6094379124341003,0,0.0,1,40,1,1,0.0,0.0,0,0,0,5,0,41
3.258096538021482,0.0,0.0,0.0,0.0,0,0,0,1.6094379124341003,0,0.0,1,26,1,1,0.0,0.0,0,0,0,5,0,43
3.1354942159291497,0.0,0.0,0.0,0.0,0,0,0,1.6094379124341003,0,0.0,1,23,1,1,0.0,0.0,0,0,0,5,0,44
3.6635616461296463,0.0,0.0,0.0,0.0,0,0,0,1.6094379124341003,0,0.0,1,39,1,1,0.0,0.0,0,0,0,5,0,45
3.1780538303479458,0.0,0.0,0.0,0.0,0,0,0,1.6094379124341003,0,0.0,1,24,1,1,0.0,0.0,0,0,0,5,0,46
3.258096538021482,0.0,0.0,0.0,0.0,0,0,0,1.6094379124341003,0,0.0,1,26,1,1,0.0,0.0,0,0,0,5,0,47
4.727387818712341,0.0,0.0,0.0,0.0,0,0,0,1.791759469228055,0,0.0,0,113,1,1,0.0,0.0,0,0,0,6,0,48
2.9444389791664403,0.0,0.0,0.0,0.0,0,0,0,1.6094379124341003,0,0.0,1,19,1,1,0.0,0.0,0,0,0,5,0,49
4.927253685157205,0.0,0.0,0.0,0.0,0,0,0,1.9459101490553132,0,0.0,0,138,1,1,0.0,0.0,0,0,0,7,0,50
3.044522437723423,0.0,0.0,0.0,0.0,0,0,0,1.6094379124341003,0,0.0,1,21,1,1,0.0,0.0,0,0,0,5,0,51
3.332204510175204,0.0,0.0,0.0,0.0,0,0,0,2.0794415416798357,0,0.0,1,28,1,1,0.0,0.0,0,0,0,8,0,53
3.5553480614894135,0.0,0.0,0.0,0.0,0,0,0,1.791759469228055,0,0.0,1,35,1,1,0.0,0.0,0,0,0,6,0,54
2.833213344056216,0.0,0.0,0.0,0.0,0,0,0,1.6094379124341003,0,0.0,0,17,1,1,0.0,0.0,0,0,0,5,0,55
2.70805020110221,0.0,0.0,0.0,0.0,0,0,0,1.6094379124341003,0,0.0,1,15,1,1,0.0,0.0,0,0,0,5,0,56
4.219507705176107,0.0,0.0,0.0,0.0,0,0,0,2.0794415416798357,0,0.0,0,68,1,1,0.0,0.0,0,0,0,8,0,57
3.332204510175204,0.6931471805599453,0.6931471805599453,0.627941588739906,5.7156307731738085,0,0,0,2.302585092994046,0,0.0,0,28,2,2,0.627941588739906,303.57563029336836,0,0,0,10,0,58
4.820281565605037,0.0,0.0,0.0,0.0,0,0,0,1.791759469228055,0,0.6931471805599453,2,124,1,1,0.0,0.0,0,0,0,6,0,59
2.995732273553991,0.0,0.0,0.0,0.0,0,0,0,1.0986122886681098,0,0.0,1,20,1,1,0.0,0.0,0,0,0,3,0,60
3.295836866004329,0.6931471805599453,0.6931471805599453,0.6591525038229908,2.7281737417248664,0,0,0,1.6094379124341003,0,0.0,0,27,2,2,0.6591525038229908,15.3049107618174,0,0,0,5,0,62
3.091042453358316,0.0,0.0,0.0,0.0,0,0,0,1.6094379124341003,0,0.0,1,22,1,1,0.0,0.0,0,0,0,5,0,63
2.4849066497880004,0.0,0.0,0.0,0.0,0,0,0,1.3862943611198906,0,0.0,1,12,1,1,0.0,0.0,0,0,0,4,0,64
2.6390573296152584,0.6931471805599453,0.0,0.6829081047004717,0.0,0,0,0,1.0986122886681098,0,0.0,1,14,2,1,0.6829081047004717,0.0,0,0,0,3,0,65
3.58351893845611,0.0,0.0,0.0,0.0,0,0,0,1.3862943611198906,0,0.0,1,36,1,1,0.0,0.0,0,0,0,4,0,67
5.568344503761097,0.0,0.0,0.0,0.0,0,0,0,1.6094379124341003,0,0.0,0,262,1,1,0.0,0.0,0,0,0,5,0,68
4.127134385045092,0.0,0.0,0.0,0.0,0,0,0,2.1972245773362196,0,0.0,1,62,1,1,0.0,0.0,0,0,0,9,0,70
2.6390573296152584,0.0,0.0,0.0,0.0,0,0,0,1.9459101490553132,0,0.0,1,14,1,1,0.0,0.0,0,0,0,7,0,71
3.713572066704308,0.6931471805599453,0.0,0.6856925884481759,0.0,0,0,0,1.791759469228055,0,0.0,0,41,2,1,0.6856925884481759,0.0,0,0,0,6,0,72
4.2626798770413155,0.0,0.0,0.0,0.0,0,0,0,2.302585092994046,0,0.0,1,71,1,1,0.0,0.0,0,0,0,10,0,73
3.295836866004329,0.6931471805599453,0.0,0.6365141682948128,0.0,0,0,0,1.3862943611198906,0,0.0,1,27,2,1,0.6365141682948128,0.0,0,0,0,4,0,74
3.912023005428146,0.6931471805599453,0.0,0.6923469670899615,0.0,0,0,0,1.9459101490553132,0,0.0,1,50,2,1,0.6923469670899615,0.0,0,0,0,7,0,75
3.7376696182833684,0.0,0.0,0.0,0.0,0,0,0,1.6094379124341003,0,0.0,1,42,1,1,0.0,0.0,0,0,0,5,0,76
3.1354942159291497,1.3862943611198906,0.0,1.3538222091701462,0.0,0,0,0,1.6094379124341003,0,0.0,0,23,4,1,1.3538222091701462,0.0,0,0,0,5,0,78
3.8066624897703196,0.0,0.0,0.0,0.0,0,0,0,1.9459101490553132,0,0.0,1,45,1,1,0.0,0.0,0,0,0,7,0,79
2.6390573296152584,0.0,0.0,0.0,0.0,0,0,0,1.3862943611198906,0,0.0,1,14,1,1,0.0,0.0,0,0,0,4,0,80
2.995732273553991,0.0,0.0,0.0,0.0,0,0,0,1.3862943611198906,0,0.0,1,20,1,1,0.0,0.0,0,0,0,4,0,81
3.7376696182833684,0.0,0.0,0.0,0.0,0,0,0,1.6094379124341003,0,0.0,0,42,1,1,0.0,0.0,0,0,0,5,0,82
3.2188758248682006,0.0,0.6931471805599453,0.0,4.126811278948485,0,0,0,1.6094379124341003,0,0.0,1,25,1,2,0.0,61.97997065798587,0,0,0,5,0,84
4.248495242049359,0.0,0.0,0.0,0.0,0,0,0,1.791759469228055,0,0.0,0,70,1,1,0.0,0.0,0,0,0,6,0,88
4.060443010546419,0.0,0.6931471805599453,0.0,3.6934984239733173,0,0,0,2.1972245773362196,0,0.0,0,58,1,2,0.0,40.18518614975366,0,0,0,9,0,90
3.6109179126442243,0.0,0.0,0.0,0.0,0,0,0,1.791759469228055,0,0.0,0,37,1,1,0.0,0.0,0,0,0,6,0,91
3.1780538303479458,0.0,0.0,0.0,0.0,0,0,0,1.3862943611198906,0,0.0,0,24,1,1,0.0,0.0,0,0,0,4,0,93
2.4849066497880004,0.0,0.0,0.0,0.0,0,0,0,1.3862943611198906,0,0.0,1,12,1,1,0.0,0.0,0,0,0,4,0,95
3.091042453358316,0.0,0.0,0.0,0.0,0,0,0,1.6094379124341003,0,0.0,1,22,1,1,0.0,0.0,0,0,0,5,0,96
2.3978952727983707,0.0,0.0,0.0,0.0,0,0,0,1.0986122886681098,0,0.0,0,11,1,1,0.0,0.0,0,0,0,3,0,97
2.6390573296152584,0.0,0.0,0.0,0.0,0,0,0,1.3862943611198906,0,0.0,1,14,1,1,0.0,0.0,0,0,0,4,0,98
3.367295829986474,0.0,0.0,0.0,0.0,0,0,0,1.9459101490553132,0,0.0,1,29,1,1,0.0,0.0,0,0,0,7,0,99
2.995732273553991,0.0,0.0,0.0,0.0,0,0,0,1.6094379124341003,0,0.0,1,20,1,1,0.0,0.0,0,0,0,5,0,100
5.181783550292085,0.0,0.0,0.0,0.0,0,0,0,1.791759469228055,0,0.0,1,178,1,1,0.0,0.0,0,0,0,6,0,101
2.5649493574615367,0.0,0.0,0.0,0.0,0,0,0,1.0986122886681098,0,0.0,0,13,1,1,0.0,0.0,0,0,0,3,0,102
4.07753744390572,0.0,0.0,0.0,0.0,0,0,0,2.1972245773362196,0,0.0,1,59,1,1,0.0,0.0,0,0,0,9,0,103
